filename,emb
Baekhyeon01,"[0.011773963458836079, -0.027392875403165817, -0.0300529096275568, -0.05218975245952606, -0.01270745974034071, -0.020149655640125275, -0.016965456306934357, 0.02837960608303547, 0.05007186159491539, -0.04495340585708618, 0.059209540486335754, 0.00433947192505002, -0.0511600561439991, 0.07193304598331451, 0.04849880561232567, -0.028491850942373276, 0.022511180490255356, 0.11442895233631134, -0.10000017285346985, 0.06315664947032928, 0.08452070504426956, 0.02934289164841175, -0.07850553095340729, -0.057771094143390656, -0.005372593645006418, 0.00014114074292592704, -0.011563164182007313, -0.0879325419664383, 0.010800771415233612, -0.04081301763653755, -0.00869226548820734, 0.03665290027856827, 0.0471552349627018, 0.02026035264134407, -0.06966306269168854, -0.04886234551668167, -0.007924970239400864, 0.003952627535909414, 0.02660905197262764, -0.004341289401054382, 0.06843064725399017, 0.033585987985134125, 0.02131395787000656, 0.04323621466755867, -0.035181138664484024, -0.06332264840602875, -0.02421482652425766, 0.036078933626413345, 0.03826413303613663, -0.02068786323070526, 0.07149985432624817, -0.015744023025035858, -0.06176956370472908, 0.026706913486123085, -0.010212208144366741, 0.0419456884264946, -0.02685878425836563, -0.06943954527378082, 0.04855788126587868, 0.01879160664975643, 0.009180567227303982, -0.06706494837999344, 0.00672947196289897, -0.009387056343257427, 0.017923681065440178, 0.02504788339138031, -0.0008132696966640651, 0.032473139464855194, 0.0054605742916464806, 0.022653095424175262, 0.08484088629484177, -0.027969136834144592, 0.07823128998279572, 0.0046408032067120075, -0.10242864489555359, -0.01851062662899494, 0.020789071917533875, -0.06691475957632065, 0.115602508187294, 0.048617079854011536, -0.009976840578019619, 0.04086284339427948, 0.018444783985614777, -0.025299880653619766, -0.06566016376018524, -0.018864795565605164, -0.013931200839579105, 0.02072574757039547, -0.001232979935593903, -0.01790965534746647, -0.03865234553813934, 0.02908337488770485, 0.004820955451577902, -0.0167579036206007, 0.0484221987426281, 0.06276854872703552, 0.059498317539691925, 0.0008974106167443097, -0.061578184366226196, 0.06103397160768509, 0.023384178057312965, 0.0014884034171700478, -0.002296204213052988, 0.08601835370063782, -0.05669625476002693, -0.014945927076041698, -0.08808743208646774, 0.08557555824518204, 0.004681431222707033, -0.017674461007118225, 0.07129998505115509, 0.018761543557047844, 0.017938418313860893, -0.05117494985461235, -0.10760142654180527, 0.0365346223115921, -0.0004066003020852804, 0.023155804723501205, -0.0813448578119278, 0.0430978462100029, 0.04450912028551102, 0.0008806204423308372, -0.012334981933236122, 0.00029749979148618877, -0.020602652803063393, -0.06861697882413864, 0.12078473716974258, -0.11699210107326508, -0.0032484496477991343, -0.008885691873729229, 0.03221980482339859, -0.03335404768586159, -0.032597560435533524, 0.02501627802848816, -0.007302117068320513, -0.06986065208911896, -0.00161671731621027, 0.006149393506348133, 0.05405357852578163, 0.009584126062691212, -0.1143030971288681, 0.0020821550861001015, 0.025710003450512886, 0.02909129671752453, -0.06648694723844528, 0.025175640359520912, 0.02192327380180359, -0.04452791437506676, -0.02052229270339012, 0.023050645366311073, 0.015347735956311226, 0.011280704289674759, 0.027522332966327667, -0.004873818252235651, 0.025769362226128578, 0.010133308358490467, -0.08462237566709518, -0.023382876068353653, 0.04271077737212181, 0.003964405041188002, -0.016191499307751656, 0.043185800313949585, 0.04242528975009918, 0.02884718030691147, 0.03636685013771057, 0.005430630408227444, 0.027624627575278282, -0.04778291657567024, 0.06252917647361755, -0.01761050894856453, -0.054043274372816086, -0.023650744929909706, 0.07468060404062271, -0.029205486178398132, -0.07720690965652466, 0.03471863269805908, 0.0036920311395078897, -0.020791497081518173, 0.0032265300396829844, 0.029615415260195732, -0.06187159940600395, -0.005187738686800003, -0.0004848498210776597, -0.03035765141248703, -0.011318260803818703, -0.0234612375497818, 0.030639484524726868, 0.01796068251132965, 0.040805552154779434, -0.001445849658921361, -0.03518978878855705, -0.014113831333816051, -0.04280175641179085, -0.04322414472699165, 0.09387648105621338, -0.09700944274663925, 0.0026009981520473957, -0.06521622836589813, -0.05364286154508591, 0.08237399160861969, 0.006381384562700987, 0.018556229770183563, 0.01878383941948414, 0.03666852042078972, 0.07499814033508301, 0.004509311635047197, 0.10729070007801056, -0.03021186776459217, -0.050696585327386856, -0.02492079883813858, 0.06841341406106949, 0.010667206719517708, 0.023710472509264946, 0.02517365850508213, -0.01869960129261017, -0.03306468576192856, 0.010982340201735497, -0.014791709370911121, 0.022466562688350677, -0.015299786813557148, -0.06057695671916008, -0.008298864588141441, -0.09466048330068588, -0.05866129323840141, -0.03960476815700531, -0.012086618691682816, -0.05202172324061394, -0.0332597941160202, 0.06037968769669533, 0.08009108901023865, 0.05643080174922943, -0.005312502384185791, 0.03385179489850998, 0.038952939212322235, 0.028328463435173035, -0.047106388956308365, 0.012611840851604939, 0.014925945550203323, 0.034504346549510956, -0.03009178303182125, 0.0541875995695591, -0.03917200118303299, -0.02201618254184723, 0.03142382577061653, -0.0519220232963562, 0.015666959807276726, 0.026020891964435577, 0.001445235451683402, 0.059235088527202606, 0.0026425463147461414, 0.06634490191936493, -0.022805431857705116, 0.0058900644071400166, -0.02461949922144413, -0.005514827556908131, -0.03565991669893265, 0.12351331859827042, 0.06358768790960312, 0.028456006199121475, 0.00507761538028717, -0.04798097535967827, 0.014229646883904934, -0.023088248446583748, 0.060483772307634354, -0.02455252595245838, 0.028027914464473724, -0.07670528441667557, -0.0558418333530426, -0.01804809272289276, -0.12135700136423111, -0.05598701164126396, 0.012947824783623219, -0.008128798566758633, 0.02480448968708515, -0.0390976220369339, 0.016989076510071754, 0.03283774107694626, -0.06583265960216522, 0.0022266770247370005, -0.000612179865129292, 0.07471913844347, -0.033931925892829895, 0.06988228112459183, 0.11475824564695358, 0.04275551810860634, -0.03613124415278435, -0.004464839585125446, 0.019105780869722366, -0.04891665279865265, 0.011519113555550575, 0.04761715978384018, -0.03557450696825981, 0.050313614308834076, -0.016570447012782097, 0.00914768222719431, -0.07287304848432541, 0.01493449043482542, -0.002762045944109559, -0.03318895027041435, -0.026238486170768738, 0.03909501060843468, 0.007161544635891914, -0.006905692163854837, 0.04368053749203682, 0.02910681441426277, 0.008274722844362259, -0.04167287051677704, 0.041986364871263504, -0.0732116773724556, -0.057866644114255905, -0.023781487718224525, 0.06043974310159683, -0.01680787093937397, -0.018435906618833542, 0.011362716555595398, 0.022969363257288933, 0.011212230660021305, 0.056750547140836716, 0.021754004061222076, 0.03436044976115227, 0.01604197360575199, 0.06489540636539459, 0.03061962127685547, -0.006769104395061731, 0.029180051758885384, -0.06262340396642685, -0.00872353371232748, -0.020718907937407494, -0.02628599852323532, -0.0007123632240109146, -0.023279592394828796, 0.030376262962818146, -0.06338322162628174, -0.070858433842659, 0.0018975533312186599, 0.009691569954156876, 0.01829051412642002, 0.01745273917913437, 0.07098980993032455, -0.029267381876707077, -0.03948915749788284, -0.010010081343352795, -0.006770764011889696, 0.010239453054964542, -0.028617363423109055, -0.014895443804562092, 0.020047033205628395, -0.0001759761944413185, 0.015999501571059227, 0.013119894079864025, -0.03285469114780426, -0.005207539070397615, 0.0593809150159359, -0.009249748662114143, 0.037450533360242844, -0.0358583964407444, -0.039761532098054886, -0.010477758012712002, 0.05139424651861191, 0.017224881798028946, 0.007945431396365166, 0.009642024524509907, -0.021940024569630623, -0.08031181991100311, -0.028939612209796906, 0.009304476901888847, 0.013139969669282436, 0.05224951356649399, 0.025860801339149475, -0.034765467047691345, 0.01902613788843155, 0.0721668004989624, -0.012891454622149467, 0.019635003060102463, 0.05426878109574318, 0.012020930647850037, 0.009331872686743736, 0.1044502779841423, 0.006797886453568935, 0.026420215144753456, -0.05400249361991882, -0.01950002834200859, 0.07469821721315384, 0.024027101695537567, 0.08977741003036499, 0.05796772614121437, 0.0076978616416454315, 0.06256770342588425, -0.08210377395153046, 0.07276763767004013, 0.01850932650268078, 0.0024502561427652836, 0.034339867532253265, 0.009708533994853497, 0.021610070019960403, 0.09360229969024658, 0.007537426892668009, -0.01701863668859005, -0.030614761635661125, 0.0003711009630933404, -0.036747343838214874, 0.10003984719514847, 0.13380654156208038, 0.02640172280371189, -0.02320699952542782, 0.04642181843519211, 0.048629507422447205, 0.057529550045728683, 0.06815154105424881, -0.032653044909238815, -0.030876867473125458, -0.03518326207995415, -0.1061837449669838, -0.07118270546197891, 0.025281492620706558, -0.016280371695756912, 0.01658843830227852, 0.061013732105493546, -0.05563705042004585, 0.02039184421300888, -0.05201458930969238, 0.032542597502470016, -0.05485976114869118, -0.060995399951934814, -0.0318593755364418, -0.04956230893731117, -0.06804127991199493, -0.09742382913827896, -0.07970432192087173, 0.031527865678071976, -0.007356965448707342, -0.015069857239723206, 0.03448634594678879, 0.016156157478690147, -0.009370052255690098, -0.024405956268310547, -1.5196100321190897e-05, 0.028276853263378143, -0.0024841446429491043, -0.03546888753771782, 0.002894776640459895, 0.015148282982409, 0.022443285211920738, -0.04249433055520058, 0.017500611022114754, -0.020697571337223053, 0.016944214701652527, 0.010215428657829762, -0.05963809788227081, -0.017294414341449738, 0.07285743951797485, 0.01875309646129608, 0.05134659260511398, -0.01998770236968994, -0.03846459835767746, -0.021362578496336937, -0.011043905280530453, -0.007301619742065668, 0.04546014964580536, -0.04608301818370819, -0.06078985705971718, 0.03832447901368141, 0.031248625367879868, -0.06300251185894012, 0.025929749011993408, 0.040274135768413544, 0.03477603197097778, -0.012502624653279781, 0.026139255613088608, -0.034099824726581573, 0.003055812790989876, 0.0021869963966310024, 0.027791477739810944, 0.04326095059514046, -0.039811402559280396, -0.0025148477870970964, -0.0791492834687233, 0.043335121124982834, -0.02851480059325695, -0.059670642018318176, -0.06853116303682327, 0.04357713460922241, -0.005407645832747221, -0.0022416538558900356, 0.08801616728305817, -0.05777982249855995, 0.07059915363788605, -0.029083142057061195, -0.005394152831286192, -0.03460949286818504, 0.011517067439854145, -0.04982258379459381, 0.0011770708952099085, -0.033358342945575714, -0.04608834162354469, 0.06758403778076172, 0.01737840101122856, 0.04042806476354599, 0.022114330902695656, 0.011419335380196571, -0.03992646187543869, -0.024590326473116875, -0.01784983091056347, -0.00970985647290945, 0.05168086290359497, -0.049949392676353455, -0.02270829863846302, 0.0450921505689621, -0.01419522799551487, -0.013713693246245384, -0.011114389635622501, -0.038411691784858704]"
Baekhyeon02,"[0.01456910464912653, -0.012231703847646713, -0.03751496225595474, -0.014655470848083496, -0.01322417426854372, 0.0438101552426815, 0.010084651410579681, -0.008930939249694347, 0.008288787677884102, -0.06417839229106903, 0.069057397544384, 0.0010619382373988628, -0.09441538155078888, 0.041208989918231964, 0.03665347397327423, 0.022295324131846428, -0.05093768611550331, 0.05411861836910248, -0.06591025739908218, 0.05554217845201492, 0.06807506084442139, 0.00276472931727767, -0.009524751454591751, -0.051387228071689606, -0.04738110303878784, 0.0147548234090209, -0.006580624729394913, -0.011240717023611069, 0.045265182852745056, 0.00652112253010273, -0.034656405448913574, -0.05024603754281998, 0.02751830406486988, 0.026278987526893616, -0.01949995942413807, 0.004578643012791872, 0.03344239294528961, 0.0012133308919146657, 0.06094856560230255, -0.011283892206847668, 0.05304418131709099, 0.01950845867395401, 0.02531411312520504, 0.0067024435847997665, 0.011600857600569725, -0.005065216217190027, -0.055214472115039825, 0.010938605293631554, 0.011012592352926731, -0.01603149250149727, 0.07988586276769638, -0.02643672749400139, -0.06715088337659836, 0.07750985026359558, -0.014496959745883942, 0.011303895153105259, 0.0018242202932015061, 0.018592853099107742, 0.06802023202180862, 0.02467823401093483, -0.0037199293728917837, -0.039744868874549866, 0.04135073721408844, 0.029809169471263885, 0.02901303395628929, 8.34385646157898e-05, 0.025162147358059883, 0.021626915782690048, 0.056404490023851395, 0.016554398462176323, 0.09299194812774658, 0.0030527713242918253, 0.0016112052835524082, -0.00045196627615951, -0.05673511326313019, -0.01445882860571146, -0.02885519340634346, -0.01892184279859066, 0.043317150324583054, 0.025032324716448784, -0.03763246908783913, 0.05523856729269028, -0.015890028327703476, -0.0009912475943565369, -0.038778018206357956, -0.07045403122901917, -0.0444629043340683, -0.036377690732479095, 0.01814083568751812, 0.021807340905070305, 0.012758303433656693, 0.006061600521206856, 0.05462329089641571, 0.03802226483821869, 0.019483432173728943, -0.002749004866927862, 0.05469942465424538, 0.008311830461025238, -0.027825789526104927, 0.03447515144944191, -0.0009306628489866853, -0.002248062053695321, 0.08656633645296097, 0.08406592160463333, -0.04388726130127907, -0.007691136095672846, -0.0797547698020935, 0.05253250151872635, -0.013528835959732533, 7.815963181201369e-05, -0.07633411884307861, 0.02660512365400791, 0.01781873032450676, -0.017522554844617844, -0.05993707478046417, 0.010455974377691746, -0.08007582277059555, 0.02264629490673542, -0.0768195390701294, -0.018486546352505684, 0.026463724672794342, -0.030916569754481316, 0.05958864837884903, 0.09669897705316544, -0.005900364834815264, -0.060250137001276016, 0.10447442531585693, -0.09122062474489212, -0.03934613615274429, -0.015950782224535942, 0.036686889827251434, -0.043860677629709244, -0.015099609270691872, -0.04299222305417061, 0.021266473457217216, -0.03356371819972992, -0.015193144790828228, 0.031251151114702225, 0.10635453462600708, 0.01329849474132061, -0.06744702905416489, 0.05520082637667656, 0.02090955711901188, -0.029248343780636787, -0.0008205053163692355, -0.008807792328298092, -0.012562518008053303, -0.048608433455228806, -0.025749152526259422, 0.015667812898755074, 0.03234875947237015, 0.03529135137796402, 0.0002168589417124167, -0.0020368052646517754, 0.10961703211069107, -0.022575898095965385, 0.0046957433223724365, -0.038415949791669846, 0.019006524235010147, -0.001537845004349947, -0.08551410585641861, 0.006570734083652496, 0.02845374122262001, 0.0166214257478714, 0.09375140815973282, 0.03900902718305588, 0.0016569026047363877, -0.00882940273731947, 0.03108934685587883, -0.028817417100071907, -0.09136761724948883, -0.050247672945261, 0.04813961684703827, -0.023614507168531418, -0.06996604055166245, 0.01182828564196825, 0.022096211090683937, 0.01671372726559639, -0.04756276682019234, 0.008688824251294136, -0.017067303881049156, -0.04170721396803856, 0.03723052144050598, -0.03931631147861481, 0.033649809658527374, -0.019729018211364746, -0.026438983157277107, 0.020456407219171524, -0.0031161881051957607, -0.03650233522057533, -0.053527526557445526, 0.009562348946928978, -0.021441897377371788, -0.050719212740659714, 0.02142205461859703, -0.021288590505719185, -0.041909459978342056, -0.014945096336305141, 0.007769493851810694, 0.09505484998226166, -0.08713625371456146, -0.001575568225234747, 0.003731996053829789, -0.00448831170797348, 0.09632501006126404, 0.007397114764899015, 0.10305274277925491, 0.03582273796200752, -0.03855948895215988, -0.005510956980288029, 0.06897357106208801, 0.05639336630702019, 0.03574948385357857, 0.03130543231964111, 0.0030417200177907944, 0.03137224540114403, 0.026765724644064903, 0.018555037677288055, 0.06213511526584625, -0.043849144130945206, -0.026004968211054802, -0.0017298709135502577, -0.0068640075623989105, -0.034575413912534714, -0.003118597436696291, -0.052433714270591736, -0.04687660187482834, -0.06864679604768753, 0.0795295462012291, 0.06491667032241821, 0.03501826152205467, -0.010285661555826664, 0.06810805946588516, 0.02876514010131359, -0.010422062128782272, -0.03241942077875137, -0.055243682116270065, 0.003080743597820401, -0.02421848103404045, -0.0026145451702177525, 0.06128685548901558, -0.09237037599086761, -0.10513166338205338, 0.01110565010458231, -0.047249309718608856, 0.0005368277779780328, -0.028015149757266045, -0.0030822267290204763, 0.06930042803287506, 0.005289469845592976, 0.015345025807619095, 0.025088638067245483, -0.0036447597667574883, 0.015125663951039314, 0.03378117457032204, -0.016077177599072456, 0.11658942699432373, 0.0584467388689518, 0.020256219431757927, -0.0013773408718407154, -0.10908788442611694, 0.03564194589853287, -0.006699092220515013, 0.07194514572620392, -0.03576020523905754, 0.03389451280236244, -0.09760840237140656, -0.032226696610450745, -0.039270877838134766, -0.07161939144134521, -0.1042679101228714, 0.0471038781106472, -0.06857579201459885, 0.004509466700255871, -0.004126419313251972, -0.05090887472033501, 0.0470370352268219, -0.07847735285758972, 0.009424982592463493, 0.021954642608761787, 0.02783193811774254, -0.0481739267706871, 0.06310781091451645, 0.08778664469718933, 0.010668301954865456, -0.08796265721321106, -0.03111562877893448, 0.019839609041810036, -0.029321562498807907, 0.022923607379198074, -0.00027107904315926135, 0.034045957028865814, 0.018456514924764633, -0.016056999564170837, 0.016278928145766258, -0.05090871453285217, 0.02395474724471569, -0.003700102912262082, -0.08229291439056396, -0.016809161752462387, 0.024757208302617073, 0.01579827256500721, 0.06676565855741501, 0.04764039069414139, -0.07002319395542145, -0.019937118515372276, -0.0038838672917336226, 0.0565141923725605, -0.04862000420689583, -0.05891744792461395, -0.015574423596262932, 0.035698581486940384, -0.03386475890874863, 0.04946595057845116, 0.012778815813362598, 0.009018810465931892, 0.0544036403298378, 0.006186127662658691, -0.015566929243505001, 0.0024870173074305058, -0.017899546772241592, 0.022358927875757217, 0.02737507037818432, -0.007927991449832916, 0.04679706692695618, 0.028832538053393364, 0.020245829597115517, -0.011858594603836536, 0.036012306809425354, -0.02528492361307144, -0.07805360108613968, -0.0018351778853684664, -0.03556934744119644, -0.04880966618657112, 0.01173015683889389, 0.025868725031614304, -0.03946268558502197, 0.07482645660638809, 0.06541073322296143, -0.013820868916809559, -0.03978097811341286, -0.02291283942759037, -0.07543673366308212, -0.016104333102703094, -0.002540816552937031, -0.013550742529332638, 0.03317096456885338, -0.03293469920754433, -0.05663049593567848, 0.027093930169939995, -0.029676290228962898, -0.017705218866467476, 0.0650332048535347, -0.006088335067033768, 0.04325826093554497, -0.03058827854692936, -0.04421381652355194, -0.0020210682414472103, 0.01835358515381813, -0.004529469646513462, -0.013759303838014603, 0.044904861599206924, -0.0874803215265274, -0.05986842140555382, -0.019689194858074188, -0.029074115678668022, 0.07063376903533936, 0.00932755134999752, 0.024388879537582397, -0.037904348224401474, 0.0009436393156647682, 0.08162955939769745, 0.03749077767133713, -0.03600171580910683, 0.03590255230665207, 0.04013647511601448, -0.03898170217871666, 0.06626508384943008, -0.03872861713171005, -0.0031980513595044613, 0.05405037850141525, -0.06347000598907471, 0.005053987726569176, 0.07048271596431732, 0.0646291971206665, 0.06733458489179611, 0.024475974962115288, 0.12162052094936371, -0.0015521749155595899, 0.07586895674467087, 0.06649887561798096, -0.04102318733930588, 0.025168664753437042, -0.00977554265409708, -0.019535353407263756, 0.025692692026495934, -0.035781130194664, -0.00029514459311030805, -0.010408680886030197, -0.03623361513018608, -0.025981437414884567, 0.05814066901803017, 0.08928143978118896, -0.014336902648210526, 0.0075446683913469315, -0.012516546994447708, 0.05342908948659897, -0.022668492048978806, 0.04548221826553345, 0.01096000149846077, 0.021254001185297966, -0.11786185204982758, -0.017352301627397537, -0.05649036541581154, -0.02244347520172596, 0.0456361323595047, 0.0074751488864421844, 0.10223976522684097, -0.07098863273859024, 0.01943335123360157, -0.0662953108549118, 0.047085635364055634, -0.09766373783349991, 0.005176129285246134, -0.033448461443185806, -0.04595141112804413, -0.016635961830615997, -0.07754717767238617, -0.09227831661701202, -0.00039193849079310894, -0.011142503470182419, -0.05855998024344444, 0.011456464417278767, -0.035568419843912125, 0.03801240772008896, 0.008977684192359447, 0.02092576213181019, 0.006560445763170719, -0.04090899974107742, -0.007427180651575327, -0.03786102682352066, 0.0401703342795372, -0.0445479117333889, -0.04450233653187752, -0.03292097896337509, 0.00399835966527462, -0.009793789125978947, -0.010750243440270424, -0.0009693079628050327, 0.046792350709438324, 0.026349041610956192, 0.028044335544109344, -0.06109025701880455, 0.016576498746871948, -0.05267498642206192, -0.02700682170689106, 0.026327811181545258, -0.01428997702896595, 0.048693232238292694, -0.037928257137537, -0.08290652185678482, -0.0012118134181946516, -0.016132602468132973, -0.043724216520786285, -0.004213789477944374, -0.022120162844657898, 0.04569503664970398, -0.07189792394638062, 0.02177533134818077, -0.04320472478866577, 0.01703639328479767, 0.05174516513943672, 0.026563717052340508, -0.00019099045312032104, -0.035359323024749756, 0.04905691370368004, 0.021978802978992462, 0.0007751022931188345, -0.024302484467625618, -0.07423587888479233, -0.06643380224704742, 0.06503027677536011, -0.0020717831794172525, -0.030962251126766205, 0.022528449073433876, 0.006105573382228613, 0.010874639265239239, -0.01985577680170536, 0.011797101236879826, 0.07035696506500244, -0.004508499056100845, 0.019867833703756332, -0.055725231766700745, 0.014844244346022606, -0.09153399616479874, 0.07982013374567032, 0.08596066385507584, 0.028915435075759888, -0.043572597205638885, -0.03274551033973694, -0.14447714388370514, -0.04338764026761055, -0.019545217975974083, 0.030834458768367767, 0.02932005748152733, -0.05246146023273468, 0.028115618973970413, 0.04711218550801277, 0.040368687361478806, -0.00540914898738265, -0.012567401863634586, 0.004663507454097271]"
